1.835812,-1.915849,0.261071,0.323164,0.536656,0.468198,-0.011809,-0.030007,-0.194010,-0.190845,0.171213,0.080067
2.075012,-2.152172,0.307487,0.370565,0.474895,0.522292,0.028913,0.003067,-0.222778,-0.269124,0.220714,0.090454
2.048505,-2.147359,0.338754,0.364157,0.455315,0.531962,0.035801,-0.001264,-0.215130,-0.267482,0.208154,0.090918
2.050921,-2.144135,0.335107,0.361068,0.453921,0.527993,0.054282,0.002449,-0.232504,-0.256908,0.205810,0.071694
2.052049,-2.141368,0.320952,0.371833,0.464581,0.524950,0.062287,-0.007926,-0.239570,-0.237814,0.201324,0.059433
1.910208,-1.995806,0.297290,0.359378,0.511972,0.480563,0.041433,-0.027211,-0.223180,-0.181941,0.153830,0.052966
1.994148,-2.062360,0.290115,0.380733,0.503639,0.492705,0.056469,-0.020803,-0.235370,-0.197914,0.166931,0.052980
1.956168,-1.979647,0.265608,0.366555,0.534144,0.466187,0.051563,-0.008111,-0.245869,-0.190255,0.171759,0.053046
1.962154,-1.916621,0.227651,0.368706,0.565854,0.443971,0.046395,-0.004879,-0.254527,-0.177985,0.179381,0.044741
1.969330,-1.872605,0.218363,0.360179,0.588384,0.448582,0.029781,-0.009225,-0.254369,-0.169856,0.194888,0.028720
1.897983,-1.839852,0.226166,0.375947,0.584256,0.441649,0.047466,-0.039048,-0.254658,-0.130513,0.178185,0.018759
1.829986,-1.741588,0.190168,0.410826,0.563204,0.428638,0.081029,-0.092749,-0.243793,-0.090365,0.154110,0.036197
1.862046,-1.762915,0.201068,0.396945,0.551439,0.458305,0.085745,-0.108999,-0.245274,-0.085212,0.159207,0.032212
1.871173,-1.762794,0.194659,0.384363,0.553046,0.477245,0.088045,-0.114461,-0.245527,-0.093580,0.162156,0.044308
2.104560,-2.023701,0.238882,0.410794,0.526855,0.517952,0.058465,-0.081823,-0.238004,-0.147484,0.196527,0.032725
1.453313,-1.494011,0.035464,0.613060,0.514964,0.394244,0.127187,-0.231939,-0.197123,0.018704,0.111098,-0.003066
1.657743,-1.663561,0.188988,0.452878,0.576970,0.438327,0.065904,-0.163343,-0.207595,-0.026868,0.125925,0.003628
