5.749073,1.318021,-2.575046,2.604784,2.773258,-0.631083,1.903069,0.344659,1.583862,-0.740527,-0.134392,-0.070667
3.996324,-1.465582,-2.240865,3.062066,3.278568,0.345117,2.246207,1.020876,1.361454,-0.543536,-0.224455,-0.048259
6.379720,-4.479056,-2.084623,4.799985,1.949927,2.143784,3.157920,2.159538,-0.163814,-0.432703,0.001461,0.122367
4.248384,-2.202948,-0.929844,3.703222,2.368793,1.692960,2.600223,1.255865,0.584182,-0.442134,0.023312,0.116006
5.437283,-3.194174,-1.286679,4.520630,2.089397,-0.448009,2.617397,1.819081,0.700299,-0.522086,-0.143168,0.010601
5.878501,-2.703773,-2.327410,3.099568,1.446959,0.397352,2.189106,0.620549,0.423182,-0.412983,-0.311650,-0.129320
6.124424,-1.584964,-2.815607,3.228959,1.446782,-0.545287,2.582635,0.508400,1.122752,-0.645049,-0.178908,-0.174527
6.095278,-1.964655,-3.095535,3.224036,1.865228,-0.694282,2.876593,0.212998,0.980906,-0.770955,-0.109215,-0.149480
6.049938,-1.838053,-3.314350,3.093815,2.351604,-0.601062,2.578054,-0.070733,1.023200,-0.796953,-0.087661,-0.130362
6.845600,-2.277879,-3.469888,2.891334,1.849055,-0.626942,2.395957,0.585557,0.628103,-0.398357,0.044545,-0.102425
6.065034,-1.285626,-2.634341,2.798553,2.232985,-0.750296,2.333872,0.264917,1.454273,-0.512805,-0.266488,-0.145681
5.039590,-1.115879,-2.467777,2.264119,3.116220,-0.041511,1.612252,0.221115,1.163240,-0.644349,-0.441207,-0.108188
4.898006,-1.417686,-2.761009,2.392798,3.353028,-0.079086,2.084975,-0.050749,1.193939,-0.705891,-0.305000,-0.079901
5.672015,-2.187759,-3.057073,3.371382,2.177860,-0.658429,3.171880,0.219751,0.989965,-0.704259,0.114870,-0.089751
6.683318,-2.052487,-3.115895,3.315963,2.670963,-1.358310,2.991985,0.463186,0.953340,-0.472986,0.254930,0.031240
5.275882,-2.354863,-1.931885,2.551640,2.418519,-0.332907,2.704061,0.577018,0.638475,-0.732333,-0.423640,-0.035815
4.666908,-1.693337,-2.191428,2.075044,3.328328,0.033558,1.818063,0.334880,1.050541,-0.577255,-0.376318,-0.037380
4.584241,-1.582723,-2.043862,2.222828,3.132893,-0.116858,1.876753,0.107085,0.772443,-0.570704,-0.284970,-0.042862
5.574597,-1.553547,-2.839406,2.670571,3.234816,-0.747721,2.348480,-0.131729,1.154607,-0.588812,-0.091244,0.002776
5.496033,-0.885247,-1.880653,2.666781,2.717531,0.028836,1.849960,0.360808,0.658421,-0.321498,0.098779,0.064910
4.689828,-1.999223,-1.689983,2.167155,2.614369,0.321321,1.830602,0.247661,0.772245,-0.534564,-0.412969,-0.059781
5.310017,-2.093649,-2.693768,2.618230,3.053624,-0.315984,2.847519,-0.155726,1.010937,-0.511141,-0.049334,0.020156
5.569907,-2.391379,-2.507784,2.608537,3.410517,-0.104097,2.013344,0.191214,0.735680,-0.328584,-0.189113,0.002399
5.645912,-1.320292,-2.729166,1.850157,3.336281,-0.247462,1.691917,0.268922,1.129100,-0.520922,-0.410707,-0.034782
5.681909,-1.813610,-2.551705,2.302638,3.041803,-0.464974,1.819733,0.092668,0.974306,-0.504656,-0.364811,-0.052220
5.256124,-2.305978,-2.182255,3.198573,2.659002,0.267439,1.878621,0.313960,0.771731,-0.280071,-0.066021,-0.036247
5.067341,-1.943836,-1.695364,3.261717,2.761617,-0.134376,1.505045,0.124881,0.468256,-0.416526,0.015454,0.008024
6.804879,-1.528016,-3.737185,2.938408,2.157635,-0.420822,2.659555,0.837638,1.396799,-0.664513,-0.143314,-0.132278
6.449166,-1.944852,-3.838381,3.153028,2.691932,-0.341836,2.567409,0.616587,1.512586,-0.513394,-0.070327,-0.133740
6.010389,-2.578554,-3.258318,3.315473,2.084895,-0.231025,3.046205,0.264065,0.849667,-0.458325,-0.021991,-0.161518
5.449692,-2.444031,-2.707552,3.157528,2.353722,0.086895,2.119920,0.093748,0.966834,-0.351824,-0.218264,-0.154653
5.807795,-2.343490,-2.735126,2.677929,3.207448,-0.100429,2.106272,0.202904,0.925187,-0.307818,-0.231690,-0.069041
5.323785,-2.259098,-2.015729,2.694642,2.223335,0.426808,1.697231,1.017525,0.795032,-0.523958,-0.386745,-0.042181
5.265756,-2.711327,-2.084664,2.931680,1.640530,0.200233,2.035466,0.562048,0.615275,-0.469991,-0.316872,-0.108450
5.671450,-2.726386,-2.148148,3.093027,2.138537,-0.078871,1.788854,0.394347,0.505513,-0.389870,-0.244078,-0.081299
5.352721,-2.880334,-1.761386,2.709556,1.926918,0.133864,2.041907,0.616555,0.434188,-0.465516,-0.318888,-0.060994
5.393632,-2.215756,-2.301387,2.897464,1.986319,0.664528,2.486972,1.072945,0.541421,-0.672258,-0.122608,0.016027
5.265582,-2.330934,-2.262993,2.813157,2.725375,0.540940,2.245610,0.960068,0.257752,-0.697439,-0.042865,0.065148
5.343268,-2.483662,-2.042492,2.783435,2.271256,0.303423,2.194867,0.933095,0.302699,-0.535053,-0.029073,0.027631
5.693751,-2.189802,-1.878956,2.691890,2.406975,0.400321,1.706581,0.957902,0.013304,-0.584001,-0.006410,0.060383
5.689209,-2.207410,-2.159982,2.837366,2.329107,0.304037,2.134765,1.049545,0.246511,-0.565426,0.017442,0.048386
5.775284,-1.675660,-2.122829,2.840256,2.451247,0.605780,2.322765,1.400794,0.538716,-0.330326,0.169852,0.091062
5.805989,-0.642558,-2.074561,2.289676,2.207125,0.181520,2.320654,1.062732,0.548983,-0.247355,0.257048,0.077050
5.532028,-2.167432,-2.382909,3.083255,1.954227,0.253282,2.734532,1.306944,0.695273,-0.707173,-0.103938,0.005020
4.722673,-1.597186,-1.932960,2.408836,1.827069,0.609172,2.104132,1.223527,0.562654,-0.681481,-0.085440,0.018807
5.285613,-1.594631,-1.819231,2.702501,1.872210,0.436092,2.034319,0.981405,0.404028,-0.543807,0.032895,0.048227
6.006342,-1.719287,-1.775745,2.261600,1.738720,-0.147139,1.981018,1.251009,0.901777,-0.463865,-0.357269,-0.042224
5.368690,-2.026861,-1.790790,2.582967,2.158329,0.267449,2.110444,1.063247,0.584073,-0.634039,-0.275765,0.001389
4.850327,-1.979763,-1.503047,2.911511,1.652788,0.711862,1.686749,0.571265,0.145656,-0.687902,-0.153124,0.003066
5.216166,-2.296934,-1.501353,2.960020,1.690257,0.372348,1.944173,0.708409,0.153128,-0.565643,-0.081930,0.003077
6.056890,-2.826325,-1.111672,1.995240,2.352554,-0.678775,2.266075,0.970403,-0.040021,-0.428392,-0.285627,0.027539
6.246579,-3.005888,-1.294981,2.294787,2.094048,-0.413931,2.148458,1.164713,0.085300,-0.381934,-0.131719,0.032423
5.478295,-2.139414,-1.425943,2.708603,1.594165,0.279398,2.178603,1.136851,0.595697,-0.300618,0.028825,0.059984
5.256477,-2.631431,-1.793678,2.890660,2.234154,-0.209988,1.627254,0.653275,0.433376,-0.673796,-0.405427,-0.056129
5.005320,-2.625529,-1.726705,2.896100,1.668184,0.014537,1.923200,0.539051,0.732240,-0.514213,-0.384437,-0.099377
4.704615,-2.255832,-1.688124,3.026572,1.889668,0.551937,1.681634,0.747736,0.730978,-0.578889,-0.319472,-0.045658
5.355135,-3.300510,-2.227071,3.391475,2.579402,1.006092,2.152553,0.832398,0.488104,-0.428824,-0.365381,-0.076751
6.049517,-4.373447,-1.649883,3.545188,2.599115,0.614770,2.517630,1.158999,-0.078910,-0.415896,-0.277707,-0.062874
6.399923,-3.857655,-3.404361,4.222453,2.941516,0.646770,2.493611,1.575709,0.171991,-0.790683,-0.235683,-0.028956
6.010048,-2.858185,-2.766428,2.739473,3.533875,0.455510,1.995208,0.928414,0.550283,-0.600343,-0.404203,-0.029630
5.940558,-2.628738,-3.318111,3.336111,3.521056,-0.095457,2.265416,0.681868,0.899939,-0.708171,-0.270424,-0.041473
6.231042,-3.425973,-2.529037,3.088703,1.665526,0.796811,2.345789,0.802166,0.240486,-0.279572,-0.400971,-0.190570
4.595189,-1.964829,-1.868726,3.338497,2.635998,0.432442,1.749318,0.830854,0.558488,-0.743208,-0.371222,-0.053746
5.632716,-2.629536,-2.839185,3.998028,2.853956,-0.642580,2.971073,0.778553,0.735816,-1.065427,-0.192984,-0.038708
5.612338,-2.813687,-2.724943,3.932510,2.468369,-0.627886,3.207548,0.745246,0.492137,-1.035369,-0.120282,-0.043520
5.574100,-2.831061,-2.778598,3.752346,2.648744,-0.625080,3.360735,0.478428,0.652181,-0.932855,-0.103468,-0.044952
6.065464,-2.929644,-2.951139,3.869976,2.372322,-0.057567,2.670318,1.062940,0.520703,-0.662840,-0.074596,-0.039931
6.367869,-2.960663,-0.976755,4.202126,0.958560,0.617185,2.767729,1.185658,-0.634865,-0.466674,-0.044355,-0.066100
6.685384,-2.718627,-1.769242,3.330236,0.490488,0.577381,3.067910,1.477297,-0.189078,-0.410715,-0.236747,-0.158821
6.386018,-4.035078,-1.503316,3.379513,1.045482,0.953318,2.781995,0.995791,-0.269317,-0.337390,-0.416695,-0.181857
4.488353,-2.674434,-1.521217,3.457249,1.744877,0.699699,2.153875,0.842383,0.403216,-0.740076,-0.475514,-0.088222
4.247721,-2.880227,-1.279685,3.888227,1.373230,0.432668,2.564921,0.928995,0.298775,-0.813675,-0.391411,-0.068009
5.252708,-3.128769,-2.693629,4.200888,1.928421,0.073260,3.303494,1.143819,0.370340,-1.075874,-0.180285,-0.055263
4.820535,-2.791414,-1.778618,3.656354,2.178260,0.197695,2.866989,1.116784,0.486644,-0.937712,-0.324443,-0.012109
5.022625,-2.281546,-2.192131,3.623191,2.323559,0.205999,2.533829,1.068121,0.620249,-0.990032,-0.315276,-0.022962
3.793778,-2.018598,-1.073867,3.037360,2.154106,0.504592,1.981865,0.923442,0.120437,-0.847761,-0.313955,-0.007664
7.256557,-2.351104,-2.134467,3.255089,1.198266,0.280037,2.019190,1.997305,0.395491,-0.603539,-0.378615,-0.067878
5.957320,-4.196389,-1.377597,3.627864,1.109281,0.568540,2.697181,1.262947,0.064898,-0.323747,-0.445771,-0.170600
4.960486,-3.340551,-1.812517,3.830592,1.503307,0.225175,2.825070,0.983817,0.450159,-0.583791,-0.358760,-0.117245
4.569566,-2.997549,-1.121256,3.467246,1.317614,0.226934,2.609931,0.933389,0.459136,-0.589622,-0.381165,-0.090108
4.462489,-2.630967,-1.324147,3.450684,1.804978,0.047414,2.350730,1.339878,0.679788,-0.818221,-0.472866,-0.071793
4.306113,-2.428541,-1.841255,4.086188,1.967030,0.648039,2.343113,1.017435,0.527853,-0.937523,-0.307652,-0.031806
4.363128,-2.580773,-1.485472,3.966411,1.532479,0.871221,2.601480,0.839617,0.419731,-0.769630,-0.314783,-0.061458
5.566797,-2.234724,-2.870768,3.945658,2.349214,-0.114668,2.630502,1.200049,0.713465,-1.122272,-0.239562,-0.038333
5.009077,-2.635024,-2.179074,3.683774,2.542387,-0.172078,2.384424,1.342537,0.783799,-0.946140,-0.435922,-0.043926
4.611538,-2.554914,-1.960190,3.767627,2.426214,0.107445,2.514097,1.121841,0.717861,-0.922055,-0.331953,-0.029008
4.069096,-2.518907,-1.121753,3.628836,1.580063,0.586987,2.573743,1.013735,0.526403,-0.762077,-0.321362,-0.045240
4.045428,-2.209672,-1.319845,3.368446,1.923853,0.447652,2.319765,1.014105,0.412964,-0.841264,-0.308968,-0.032147
4.382456,-2.201965,-1.346100,2.955995,2.105060,0.435156,2.236457,0.958529,0.589608,-0.745988,-0.400891,-0.057463
